i          t          temperature   H_sum         H2            O2            H2O           H_H2          H_O2          H_H2O         Cp_H2         Cp_O2         Cp_H2O         S_H2          S_O2          S_H2OS        GammaH2    GammaO2    GammaH2O   Wi_H2           Wi_O2           Wi_H2O          Si_H2         Si_O2         Si_H2O        G_H2          G_O2          G_H2O         k1              k_opposit     Cp_sum        W4           
0          0.0000000  2000.00       114991.1569   1.5964110837  0.7982055419  0.6961980545  52990.4446    59139.3164    -168598.3317  34.0568       38.0551       51.3435       188.2200      268.6523      265.1842      12.72866   6.36433    5.55099    -136422374.7381 -68211187.3690  136422374.7381  199.3567      285.5520      283.2208      -323449.7     -478165.3     -698966.7     95681191.3242   64564.93739166446903254837 1807.5429     34263630077108.082
1          0.0000000  2002.43       113105.7238   1.5936861326  0.7968430663  0.6980135231  53073.2221    59231.8079    -168473.5302  34.0650       38.0609       51.3621       188.2614      268.6985      265.2465      12.70859   6.35430    5.56620    -137716155.3072 -68858077.6536  137716155.3072  199.4022      285.6024      283.2514      -323907.1     -478818.3     -699611.2     96837168.7058   66513.47599354335397947580 1807.5031     34589155374294.008
2          0.0000000  2004.88       111201.5937   1.5909353785  0.7954676893  0.6998461695  53156.8412    59325.2314    -168347.4445  34.0733       38.0668       51.3809       188.3031      268.7452      265.3095      12.68833   6.34417    5.58155    -139030637.9802 -69515318.9901  139030637.9802  199.4481      285.6532      283.2823      -324369.2     -479477.8     -700262.3     98015894.3410   68535.99363506557710934430 1807.4629     34919894540304.05
3          0.0000000  2007.36       109278.4513   1.5881584096  0.7940792048  0.7016962674  53241.3159    59419.6024    -168220.0531  34.0817       38.0727       51.3998       188.3453      268.7922      265.3730      12.66787   6.33394    5.59705    -140366268.8811 -70183134.4406  140366268.8811  199.4944      285.7045      283.3136      -324836.1     -480144.1     -700920.1     99217973.6424   70635.85275285187526606023 1807.4222     35255960007999.08
4          0.0000000  2009.87       107335.9795   1.5853548050  0.7926774025  0.7035640970  53326.6607    59514.9368    -168091.3337  34.0902       38.0787       51.4189       188.3877      268.8397      265.4371      12.64721   6.32360    5.61270    -141723509.9602 -70861754.9801  141723509.9602  199.5412      285.7563      283.3452      -325307.7     -480817.1     -701584.6     100444035.0369  72816.59833943142439238727 1807.3811     35597468198324.016
5          0.0000000  2012.40       105373.8546   1.5825241345  0.7912620673  0.7054499440  53412.8904    59611.2508    -167961.2635  34.0987       38.0847       51.4382       188.4306      268.8875      265.5017      12.62634   6.31317    5.62851    -143102835.5091 -71551417.7546  143102835.5091  199.5885      285.8085      283.3772      -325784.2     -481497.1     -702256.0     101694728.0804  75081.96414476681093219668 1807.3395     35944538644040.79
6          0.0000000  2014.95       103391.7451   1.5796659588  0.7898329794  0.7073541008  53500.0203    59708.5613    -167829.8191  34.1073       38.0907       51.4576       188.4739      268.9359      265.5670      12.60527   6.30263    5.64448    -144504732.5350 -72252366.2675  144504732.5350  199.6363      285.8614      283.4095      -326265.7     -482184.2     -702934.4     102970724.3031  77435.88409532143850810826 1807.2974     36297294084008.78
7          0.0000000  2017.53       101389.3121   1.5767798288  0.7883899144  0.7092768660  53588.0660    59806.8853    -167696.9765  34.1160       38.0969       51.4772       188.5176      268.9846      265.6329      12.58398   6.29199    5.66060    -145929701.1455 -72964850.5727  145929701.1455  199.6845      285.9147      283.4422      -326752.2     -482878.4     -703620.0     104272718.0926  79882.50448499090271070600 1807.2548     36655860560437.195
8          0.0000000  2020.14       99366.2090    1.5738652853  0.7869326427  0.7112185448  53677.0433    59906.2403    -167562.7112  34.1248       38.1030       51.4970       188.5616      269.0339      265.6994      12.56247   6.28124    5.67689    -147378254.9468 -73689127.4734  147378254.9468  199.7332      285.9685      283.4752      -327243.9     -483579.9     -704312.8     105601427.6189  82426.19699540987494401634 1807.2117     37020367519187.0
9          0.0000000  2022.78       97322.0812    1.5709218593  0.7854609297  0.7131794491  53766.9686    60006.6441    -167426.9983  34.1337       38.1093       51.5170       188.6061      269.0835      265.7665      12.54075   6.27038    5.69335    -148850921.4534 -74425460.7267  148850921.4534  199.7824      286.0229      283.5086      -327740.8     -484288.8     -705012.9     106957595.8013  85071.57260785932885482907 1807.1681     37390947913202.26
